EncuestaID,FechaEncuesta,HoraEncuesta,RangoEdad,Genero,Departamento,Municipio,Ocupacion,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,SnacksSeleccionados,SaborPreferido,PresentacionPreferida,PrecioAdecuado,PagaMasEdicionMundial,PlaneaVerMundial2026,SeleccionApoya,CompraDisenoSeleccion,SeleccionInfluyeCompra,JugadoresInfluyentes,TipoPublicidadAtractiva,PromocionPreferida,CompraTarjetasColeccionables,CampaniaMasProbableCompra
2307,2026-03-14,18:27:53,18 - 24 años,Masculino,Guatemala,San Miguel Petapa,Empleado privado,1 a 2 veces por semana,Supermercado,Familia,Más de Q150,FutbolMix; Victory Pretzels; Caramel Goal Popcorn,Limón,Familiar,Q10 - Q15,Sí,Sí,Portugal,Probablemente sí,Inglaterra,Cristiano Ronaldo,Premios y sorteos,2x1,No,Edición Inglaterra
2308,2026-01-25,08:39:08,Menos de 18 años,Femenino,Sacatepéquez,Jocotenango,Empleado privado,3 a 5 veces por semana,Gasolinera,Amigos,Más de Q150,Victory Pretzels; Gol Nachos Supreme,Queso,Familiar,Q21 - Q30,Sí,Sí,Francia,Tal vez,Brasil,Vinícius Júnior; Lionel Messi,Un jugador famoso,2x1,Sí,Edición con jugadores famosos
2309,2026-04-09,21:07:07,25 - 34 años,Masculino,Guatemala,,Profesional independiente,3 a 5 veces por semana,Tienda de barrio,Familia,Q25 - Q50,Caramel Goal Popcorn,Salado Tradicional,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,México,Tal vez,Brasil,Lionel Messi; Jude Bellingham; Federico Valverde,Una selección nacional,Tarjetas coleccionables,No,Edición Inglaterra
2310,2026-01-10,08:19:43,25 - 34 años,Masculino,Alta Verapaz,Otro municipio,Profesional independiente,1 a 2 veces por semana,Tienda de barrio,Solo,Q25 - Q50,Mundialitos Queso Picante; Gol Nachos Supreme,Barbacoa,Tamaño fiesta o reunión,Q16 - Q20,No,Sí,Francia,Definitivamente sí,España,Jude Bellingham; Vinícius Júnior,Un jugador famoso,Producto gratis,No,Edición con tarjetas coleccionables
2311,2026-04-07,11:30:20,35 - 44 años,Masculino,Guatemala,Santa Catarina Pinula,Comerciante,3 a 5 veces por semana,Gasolinera,Otro,Q51 - Q100,Energy Crunch Protein; Gol Nachos Supreme; CrunchMax BBQ,Chocolate,Familiar,Q10 - Q15,Sí,Sí,México,Tal vez,Inglaterra,Lamine Yamal; Kylian Mbappé; Christian Pulisic,Humor,2x1,Sí,Edición Francia
2312,2026-05-08,15:12:44,45 - 54 años,Masculino,Sololá,Otro municipio,Empresario,1 a 2 veces por semana,Tienda de barrio,Amigos,Q25 - Q50,Mundialitos Queso Picante, QUESO ,Familiar,Menos de Q10,Sí,Sí,Argentina,Definitivamente sí,Argentina,Kylian Mbappé; Cristiano Ronaldo; Neymar Jr.,Una selección nacional,Tarjetas coleccionables,Sí,Edición Francia
2313,2026-02-04,18:50:16,45 - 54 años,Femenino,Baja Verapaz,Otro municipio,Comerciante,Todos los días,Supermercado,Familia,Menos de Q25,Gol Nachos Supreme; FutbolMix; Fan Chips Jalapeño,Queso,Familiar,Q21 - Q30,No,No,México,Probablemente sí,Argentina,Lionel Messi; Julián Álvarez,Un jugador famoso,Sorteo de viajes,Sí,Edición Argentina
2314,2026-04-01,10:28:29,35 - 44 años,Femenino,Guatemala,Santa Catarina Pinula,Comerciante,1 a 2 veces por semana,Kiosco escolar/universitario,Familia,Q51 - Q100,Gol Nachos Supreme; Mundialitos Queso Picante,Queso,Para compartir entre 2 personas,Q21 - Q30,No,No,Brasil,Definitivamente no,Marruecos,Harry Kane,Un jugador famoso,2x1,Sí,Edición Argentina
2315,2026-03-01,21:58:23,18 - 24 años,Prefiero no indicarlo,Guatemala,,Empresario,Varias veces al mes,Kiosco escolar/universitario,Amigos,Q51 - Q100,Fan Chips Jalapeño,Limón,Individual,Q21 - Q30,No,Sí, ARGENTINA ,Definitivamente sí,Portugal,Neymar Jr.,Un jugador famoso,2x1,Sí,Edición Mundial FIFA 2026
2316,2026-03-13,17:41:21,25 - 34 años,Femenino,Retalhuleu,Otro municipio,Estudiante,Todos los días,Supermercado,Familia,Q51 - Q100,CrunchMax BBQ; Mundialitos Queso Picante; Caramel Goal Popcorn,Picante Chapín,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Uruguay,Tal vez,Portugal,Neymar Jr.; Lamine Yamal,Una selección nacional,Sorteo de camisetas,Sí,Edición España
2317,2026-01-22,21:46:20,25 - 34 años,Masculino,Sacatepéquez,Antigua Guatemala,Empleado privado,1 a 2 veces por semana,Supermercado,Amigos,Q25 - Q50,Mundialitos Queso Picante,Chocolate,Para compartir entre 2 personas,Q16 - Q20,Sí,No,México,Definitivamente sí,Colombia,Kylian Mbappé; Neymar Jr.,Un jugador famoso,Producto gratis,No,Edición Mundial FIFA 2026
2318,2026-04-06,09:59:45,45 - 54 años,Femenino,Chimaltenango,Patzún,Empresario,Varias veces al mes,Gasolinera,Amigos,Q51 - Q100,CrunchMax BBQ; FutbolMix; Gol Nachos Supreme,Salado Tradicional,Individual,Q16 - Q20,No,Sí,Uruguay,Probablemente no,Colombia,Lionel Messi; Kylian Mbappé,Historias de aficionados,Sorteo de viajes,No,Edición Argentina
2319,2026-01-28,20:50:17,35 - 44 años,Femenino, ESCUINTLA ,Santa Lucía Cotzumalguapa,Empleado privado,1 a 2 veces por semana,Tienda de barrio,Otro,Q25 - Q50,Hot Stadium Peanuts,Picante Chapín,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Argentina,Tal vez,Argentina,Kylian Mbappé; Cristiano Ronaldo; Vinícius Júnior,Premios y sorteos,2x1,No,Edición con tarjetas coleccionables
2320,2026-01-11,21:55:14,45 - 54 años,Masculino,Guatemala,Villa Nueva,Empleado privado,Todos los días,Gasolinera,Familia,Q51 - Q100,Fan Chips Jalapeño; Hot Stadium Peanuts,Queso,Para compartir entre 2 personas,Q21 - Q30,No,Sí,México,Definitivamente sí,Francia,Cristiano Ronaldo; Neymar Jr.; Rodri,Premios y sorteos,Tarjetas coleccionables,No,Edición con tarjetas coleccionables
2321,2026-03-20,11:09:51,25 - 34 años,Femenino, GUATEMALA ,Guatemala,Comerciante,Varias veces al mes,Tienda de barrio,Familia,Q101 - Q150,Gol Nachos Supreme; CrunchMax BBQ; ChocoKick Bites, SALADO TRADICIONAL ,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,Brasil,Definitivamente sí,Francia,Neymar Jr.; Rodri,Un jugador famoso,2x1,Sí,Edición con tarjetas coleccionables
2322,2026-05-05,11:50:43,35 - 44 años,Masculino,Guatemala,Villa Nueva,Comerciante,Todos los días,Tienda de barrio,Compañeros de trabajo,Menos de Q25,Victory Pretzels; Hot Stadium Peanuts,Queso,Individual,Q21 - Q30,Sí,Sí,Francia,Tal vez,Portugal,Neymar Jr.; Lionel Messi,Premios y sorteos,Producto gratis,Sí,Edición Brasil
2323,2026-03-06,12:22:40,55 años o más,Masculino,Guatemala,San Miguel Petapa,Comerciante,Todos los días,Aplicación de delivery,Amigos,Q101 - Q150,CrunchMax BBQ; Caramel Goal Popcorn; Hot Stadium Peanuts,Salado Tradicional,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Brasil,Probablemente sí,Portugal,Vinícius Júnior,Una selección nacional,Sorteo de balones,Sí,Edición con jugadores famosos
2324,2026-01-11,08:17:49,Menos de 18 años,Femenino,Guatemala,San Miguel Petapa,Empleado público,Varias veces al mes,Tienda de barrio,Amigos,Menos de Q25,CrunchMax BBQ,Chocolate,Familiar,Q10 - Q15,Sí,Sí,España,Definitivamente sí,México,Lionel Messi; Jude Bellingham,Un jugador famoso,Tarjetas coleccionables,Sí,Edición Brasil
2325,2026-01-14,13:18:36,25 - 34 años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado privado,Varias veces al mes,Tienda de barrio,Amigos,Q51 - Q100,Mundialitos Queso Picante; Fan Chips Jalapeño,Dulce,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,Brasil,Probablemente no,Colombia,Cristiano Ronaldo; Vinícius Júnior,Un jugador famoso,Producto gratis,Sí,Edición con jugadores famosos
2326,2026-03-31,08:34:26,25 - 34 años,Masculino, QUETZALTENANGO , OLINTEPEQUE ,Estudiante,3 a 5 veces por semana,Tienda de barrio,Compañeros de trabajo,Q101 - Q150,Gol Nachos Supreme, LIMÓN ,Familiar,Q21 - Q30,Sí,Sí,México,Definitivamente sí,Portugal,Neymar Jr.; Jude Bellingham; Alphonso Davies,Un jugador famoso,2x1,Sí,Edición con tarjetas coleccionables
2327,2026-01-11,19:34:40,25 - 34 años,Masculino,Escuintla,Palín,Empleado privado,Varias veces al mes,Tienda de barrio,Amigos,Q51 - Q100,FutbolMix; Fan Chips Jalapeño,Queso,Individual,Q16 - Q20,Sí,Sí,Colombia,Tal vez,Portugal,Kylian Mbappé,Humor,Sorteo de viajes,No,Edición con tarjetas coleccionables
2328,2026-01-31,12:50:35,35 - 44 años,Femenino,Guatemala,San Miguel Petapa,Comerciante,1 a 2 veces por semana,Tienda de barrio,Amigos,Q51 - Q100,Fan Chips Jalapeño; Mundialitos Queso Picante,Queso,Familiar,Q16 - Q20,Sí,Sí,Brasil,Probablemente sí,México,Christian Pulisic; Lionel Messi,Una selección nacional,Sorteo de balones,No,Edición Brasil
2329,2026-04-12,21:56:04,25 - 34 años,Femenino, GUATEMALA ,San Miguel Petapa,Empleado privado,Varias veces al mes,Aplicación de delivery,Amigos,Más de Q150,Victory Pretzels; Fan Chips Jalapeño; Hot Stadium Peanuts,Limón,Familiar,Q16 - Q20,No,Sí,Inglaterra,Tal vez,Brasil,Cristiano Ronaldo; Harry Kane,Una selección nacional,Descuento directo,Sí,Edición Argentina
2174,2026-04-23,22:22:27,18 - 24 años,Femenino,Sacatepéquez,Antigua Guatemala,Profesional independiente,1 a 2 veces por semana,Tienda de barrio,Familia,Q51 - Q100,Energy Crunch Protein; ChocoKick Bites,Picante Chapín,Familiar,Q16 - Q20,Sí,Sí,Czechia,Definitivamente sí,Colombia,Alphonso Davies; Neymar Jr.,Un jugador famoso,Producto gratis,Sí,Edición con tarjetas coleccionables
2331,2026-02-21,15:57:45,18 - 24 años,Prefiero no indicarlo,Quetzaltenango,Coatepeque,Empleado privado,1 a 2 veces por semana,Gasolinera,Amigos,Q51 - Q100,Energy Crunch Protein; CrunchMax BBQ; Gol Nachos Supreme,Chocolate,Individual,Q21 - Q30,Sí,Sí,México,Probablemente no,Argentina,Lionel Messi; Cristiano Ronaldo,Una selección nacional,2x1,Sí,Edición España
2332,2026-02-10,16:04:50,55 años o más,Femenino,Zacapa,Zacapa,Empleado privado,1 a 2 veces por semana,Gasolinera,Familia,Q25 - Q50,Gol Nachos Supreme; Caramel Goal Popcorn,Salado Tradicional,Individual,Q10 - Q15,Sí,Sí,Brasil,Definitivamente sí,Francia,Lionel Messi,Premios y sorteos,Tarjetas coleccionables,No,Edición Mundial FIFA 2026
2333,2026-03-03,09:38:24,25 - 34 años,Femenino,Santa Rosa,Santa Rosa,Empleado público,3 a 5 veces por semana,Supermercado,Familia,Menos de Q25,CrunchMax BBQ,Salado Tradicional,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Brasil,Probablemente sí,Uruguay,Cristiano Ronaldo; Lionel Messi; Kylian Mbappé,Un jugador famoso,Sorteo de balones,No,Edición Brasil
2334,2026-04-06,15:27:04,55 años o más,Masculino,Guatemala,Villa Nueva,Estudiante,Varias veces al mes,Tienda de barrio,Familia,Q101 - Q150,ChocoKick Bites; Caramel Goal Popcorn; Hot Stadium Peanuts,Jalapeño,Individual,Q10 - Q15,Sí,Sí,Argentina,Probablemente sí,Inglaterra,Lionel Messi; Federico Valverde; Christian Pulisic,Un jugador famoso,2x1,No,Edición Mundial FIFA 2026
2335,2026-04-23,20:12:39,55 años o más,Femenino,Quetzaltenango,Quetzaltenango,Empleado privado,Rara vez,Gasolinera,Compañeros de trabajo,Q25 - Q50,Gol Nachos Supreme; Energy Crunch Protein,Queso,Familiar,,No,Sí,Portugal,Probablemente no,Argentina,Cristiano Ronaldo,Historias de aficionados,Sorteo de balones,No,Edición Inglaterra
2336,2026-02-21,10:31:09,45 - 54 años,Masculino,El Progreso,Cabecera municipal,Estudiante,Varias veces al mes,Supermercado,Familia,Q25 - Q50,ChocoKick Bites; FutbolMix; Gol Nachos Supreme,Chocolate,Para compartir entre 2 personas,Más de Q30,Sí,Sí,Portugal,Tal vez,Francia,Cristiano Ronaldo,Humor,Descuento directo,No,Edición Francia
2337,2026-04-14,16:55:49,25 - 34 años,Femenino,Escuintla,Escuintla,Empleado privado,1 a 2 veces por semana,Tienda de barrio,Amigos,Q101 - Q150,CrunchMax BBQ; Mundialitos Queso Picante; FutbolMix,Queso,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Francia,Tal vez,Francia,Lamine Yamal,Historias de aficionados,2x1,Sí,Edición España
2338,2026-05-01,20:35:15,25 - 34 años,Femenino,Guatemala,Mixco,Profesional independiente,Rara vez,Tienda de barrio,Compañeros de trabajo,Q51 - Q100,FutbolMix; ChocoKick Bites,Jalapeño,Familiar,Q21 - Q30,No,Sí,Brasil,Probablemente sí,México,Cristiano Ronaldo; Lionel Messi; Christian Pulisic,Un jugador famoso,Descuento directo,Sí,Edición Mundial FIFA 2026
2339,2026-02-04,12:55:40,45 - 54 años,Femenino,Zacapa,Cabecera municipal,Empleado público,Todos los días,Tienda de barrio,Solo,Menos de Q25,ChocoKick Bites; Gol Nachos Supreme,Chocolate,Individual,Q21 - Q30,Sí,Sí,Estados Unidos,Definitivamente sí,Estados Unidos,Julián Álvarez; Lionel Messi; Lamine Yamal,Humor,2x1,No,Edición España
2340,2026-01-23,14:02:18,18 - 24 años,Femenino,Guatemala,San Miguel Petapa,Ama de casa,Todos los días,Supermercado,Amigos,Q101 - Q150,Gol Nachos Supreme; Hot Stadium Peanuts,Barbacoa,Familiar,Q10 - Q15,Sí,Sí,Argentina,Definitivamente sí,Portugal,Lamine Yamal; Lionel Messi; Kylian Mbappé,Premios y sorteos,Descuento directo,Sí,Edición Francia
2341,2026-03-22,14:53:26,25 - 34 años,Masculino,Chimaltenango,Chimaltenango,Empleado privado,1 a 2 veces por semana,Supermercado,Amigos,Q51 - Q100,Gol Nachos Supreme; CrunchMax BBQ; Mundialitos Queso Picante,Picante Chapín,Tamaño fiesta o reunión,Q21 - Q30,Sí,Sí,Irán,Tal vez,Francia,Kylian Mbappé,Historias de aficionados,Tarjetas coleccionables,Sí,Edición Brasil
2342,2026-04-12,21:58:36,Menos de 18 años,Masculino,Guatemala,San Miguel Petapa,Ama de casa,3 a 5 veces por semana,Otro,Amigos,Q51 - Q100,Fan Chips Jalapeño,Picante Chapín,Familiar,Q10 - Q15,No,Sí,Inglaterra,Tal vez,Argentina,Alphonso Davies; Lamine Yamal; Christian Pulisic,Humor,Descuento directo,No,Edición con tarjetas coleccionables
2343,2026-02-08,09:34:12,25 - 34 años,Femenino,Sacatepéquez,Antigua Guatemala,Estudiante,Rara vez,Tienda de barrio,Familia,Q25 - Q50,Gol Nachos Supreme,Limón,Para compartir entre 2 personas,Más de Q30,No,Sí,Brasil,Tal vez,Brasil,Federico Valverde,Un jugador famoso,Producto gratis,No,Edición Inglaterra
2344,2026-02-21,19:12:49,55 años o más,Masculino, GUATEMALA ,Mixco,Profesional independiente,Todos los días,Tienda de barrio,Familia,Menos de Q25,CrunchMax BBQ; Caramel Goal Popcorn; Fan Chips Jalapeño,Salado Tradicional,Tamaño fiesta o reunión,Q21 - Q30,No,Sí,México,Definitivamente no,Ecuador,Christian Pulisic,Una selección nacional,2x1,Sí,Edición España
2345,2026-02-01,10:06:12,18 - 24 años,Femenino,Quiché,Otro municipio,Empleado privado,Rara vez,Tienda de barrio,Familia,Q51 - Q100,FutbolMix; Mundialitos Queso Picante,Picante Chapín,Individual,Q16 - Q20,No,Sí,Argentina,Definitivamente sí,Argentina,Federico Valverde; Cristiano Ronaldo; Vinícius Júnior,Una selección nacional,Descuento directo,No,Edición con tarjetas coleccionables
2346,2026-04-30,14:50:00,35 - 44 años,Prefiero no indicarlo,Guatemala,Santa Catarina Pinula,Comerciante,3 a 5 veces por semana,Supermercado,Amigos,Q25 - Q50,Energy Crunch Protein,Caramelo,Familiar,Q21 - Q30,No,No,Brasil,Definitivamente sí,España,Lamine Yamal; Cristiano Ronaldo; Jude Bellingham,Un jugador famoso,Producto gratis,Sí,Edición Argentina
2347,2026-04-22,16:11:13,Menos de 18 años,Masculino,Guatemala,Santa Catarina Pinula,Ama de casa,Todos los días,Supermercado,Compañeros de trabajo,Q25 - Q50,Victory Pretzels,Salado Tradicional,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Inglaterra,Tal vez,Argentina,Rodri; Lionel Messi; Cristiano Ronaldo,Historias de aficionados,Tarjetas coleccionables,Sí,Edición Mundial FIFA 2026
2348,2026-03-22,13:28:38,18 - 24 años,Femenino,Sacatepéquez,Jocotenango,Profesional independiente,1 a 2 veces por semana,Gasolinera,Amigos,Q51 - Q100,Fan Chips Jalapeño; ChocoKick Bites; Victory Pretzels,Chocolate,Para compartir entre 2 personas,Q16 - Q20,No,Sí,Alemania,Definitivamente sí,Brasil,Lionel Messi,Historias de aficionados,Producto gratis,Sí,Edición con tarjetas coleccionables
2349,2026-01-12,13:34:50,25 - 34 años,Masculino,Quetzaltenango,Quetzaltenango,Estudiante,Todos los días,Supermercado,Familia,Q51 - Q100,Fan Chips Jalapeño; ChocoKick Bites; Caramel Goal Popcorn,Barbacoa,Individual,Q16 - Q20,No,Sí,Cabo Verde,Tal vez,México,Cristiano Ronaldo; Julián Álvarez,Humor,Producto gratis,No,Edición España
2350,2026-03-25,15:39:00,18 - 24 años,Femenino,Retalhuleu,Otro municipio,Empleado privado,Varias veces al mes,Supermercado,Compañeros de trabajo,Q25 - Q50,ChocoKick Bites; Mundialitos Queso Picante; CrunchMax BBQ, JALAPEÑO ,Individual,Q10 - Q15,No,Sí,México,Probablemente no,México,Ninguno,Premios y sorteos,2x1,Sí,Edición Argentina
2351,2026-01-29,16:01:29,35 - 44 años,Masculino,Guatemala,Villa Nueva,Profesional independiente,1 a 2 veces por semana,Kiosco escolar/universitario,Familia,Q51 - Q100,Gol Nachos Supreme; Mundialitos Queso Picante; Fan Chips Jalapeño,Limón,Familiar,Q21 - Q30,No,Sí,Estados Unidos,Definitivamente sí,Argentina,Julián Álvarez,Premios y sorteos,Producto gratis,Sí,Edición Brasil
2352,2026-01-22,12:18:20,45 - 54 años,Masculino,Guatemala,San Miguel Petapa,Empleado público,Todos los días,Supermercado,Amigos,Q101 - Q150,Caramel Goal Popcorn,Chocolate,Individual,Q10 - Q15,No,Sí,Brasil,Tal vez,Francia,Lionel Messi; Kylian Mbappé,Un jugador famoso,Sorteo de camisetas,Sí,Edición Mundial FIFA 2026
2353,2026-03-24,22:40:25,45 - 54 años,Masculino,Guatemala,Santa Catarina Pinula,Empleado privado,Todos los días,Supermercado,Amigos,Q101 - Q150,ChocoKick Bites; FutbolMix; Mundialitos Queso Picante,Barbacoa,Familiar,Q16 - Q20,Sí,Sí,Argentina,Definitivamente sí,Francia,Neymar Jr.; Cristiano Ronaldo,Premios y sorteos,Sorteo de balones,Sí,Edición con jugadores famosos
2354,2026-02-11,21:15:20,35 - 44 años,Masculino,Guatemala,Santa Catarina Pinula,Comerciante,Todos los días,Tienda de barrio,Amigos,Q25 - Q50,Hot Stadium Peanuts,Picante Chapín,Tamaño fiesta o reunión,Más de Q30,Sí,Sí,México,Probablemente sí,Uruguay,Lionel Messi,Humor,Tarjetas coleccionables,Sí,Edición Brasil
2355,2026-03-20,17:31:46,35 - 44 años,Femenino,Retalhuleu,Retalhuleu,Estudiante,3 a 5 veces por semana,Supermercado,Familia,Q25 - Q50,Victory Pretzels,Picante Chapín,Familiar,Q21 - Q30,No,Sí,Brasil,Probablemente sí,Francia,Cristiano Ronaldo,Humor,Producto gratis,No,Edición Francia
2356,2026-01-14,10:56:57,25 - 34 años,Femenino,Escuintla,Escuintla,Otro,1 a 2 veces por semana,Tienda de barrio,Amigos,Q51 - Q100,CrunchMax BBQ; Gol Nachos Supreme; Mundialitos Queso Picante,Jalapeño,Para compartir entre 2 personas,Q10 - Q15,No,Sí,Argentina,Tal vez,Brasil,Jude Bellingham,Una selección nacional,Sorteo de viajes,Sí,Edición Argentina
2357,2026-04-16,07:23:25,25 - 34 años,Femenino,Quetzaltenango,Quetzaltenango,Empleado privado,Todos los días,Tienda de barrio,Amigos,Menos de Q25,Mundialitos Queso Picante; Energy Crunch Protein,Caramelo,Para compartir entre 2 personas,Q10 - Q15,No,Sí,Argentina,Definitivamente sí,Argentina,Vinícius Júnior; Alphonso Davies; Julián Álvarez,Historias de aficionados,2x1,Sí,Edición Mundial FIFA 2026
2358,2026-01-20,22:17:59,35 - 44 años,Masculino,Quetzaltenango,Quetzaltenango,Empleado público,Rara vez,Supermercado,Amigos,Q25 - Q50,Caramel Goal Popcorn; FutbolMix,Limón,Familiar,Q10 - Q15,No,No,Francia,Tal vez,Brasil,Kylian Mbappé; Cristiano Ronaldo; Neymar Jr.,Un jugador famoso,Descuento directo,No,Edición Argentina
2359,2026-04-02,18:22:57,35 - 44 años,Masculino,Guatemala,Santa Catarina Pinula,Empleado privado,1 a 2 veces por semana,Aplicación de delivery,Amigos,Q101 - Q150,Hot Stadium Peanuts; ChocoKick Bites; Mundialitos Queso Picante,Limón,Tamaño fiesta o reunión,Q21 - Q30,No,Sí,México,Definitivamente sí,Brasil,Neymar Jr.; Vinícius Júnior,Un jugador famoso,Sorteo de camisetas,Sí,Edición Inglaterra
2360,2026-04-15,21:39:44,18 - 24 años,Femenino,Sacatepéquez,Jocotenango,Empleado privado,Rara vez,Gasolinera,Compañeros de trabajo,Q51 - Q100,CrunchMax BBQ; Hot Stadium Peanuts; Fan Chips Jalapeño,Jalapeño,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Inglaterra,Definitivamente no,Estados Unidos,Lionel Messi,Una selección nacional,Tarjetas coleccionables,Sí,Edición Mundial FIFA 2026
2361,2026-03-27,17:09:23,45 - 54 años,Masculino,Chiquimula,Otro municipio,Empleado privado,Todos los días,Kiosco escolar/universitario,Amigos,Q25 - Q50,Fan Chips Jalapeño; Hot Stadium Peanuts; Gol Nachos Supreme,Jalapeño,Individual,Q10 - Q15,Sí,Sí,Estados Unidos,Probablemente sí,Colombia,Cristiano Ronaldo,Una selección nacional,Sorteo de camisetas,Sí,Edición Argentina
2362,2026-02-11,20:28:53,18 - 24 años,Femenino,Retalhuleu,Cabecera municipal,Empleado privado,Todos los días,Tienda de barrio,Familia,Q101 - Q150,FutbolMix; Energy Crunch Protein,Barbacoa,Individual,Q16 - Q20,Sí,Sí,Portugal,Probablemente sí,Francia,Jude Bellingham; Vinícius Júnior; Neymar Jr.,Un jugador famoso,Tarjetas coleccionables,Sí,Edición Argentina
2363,2026-04-17,17:02:20,18 - 24 años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante,1 a 2 veces por semana,Tienda de barrio,Compañeros de trabajo,Menos de Q25,Fan Chips Jalapeño; Gol Nachos Supreme; Hot Stadium Peanuts,Queso,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Estados Unidos,Tal vez,México,Jude Bellingham; Kylian Mbappé,Una selección nacional,2x1,No,Edición Francia
2364,2026-01-30,11:08:31,18 - 24 años,Masculino,San Marcos,Otro municipio,Estudiante,Todos los días,Aplicación de delivery,Familia,Q25 - Q50,Hot Stadium Peanuts; ChocoKick Bites; FutbolMix,Barbacoa,Para compartir entre 2 personas,Q10 - Q15,No,Sí,España,Tal vez,España,Lionel Messi; Lamine Yamal,Un jugador famoso,Sorteo de camisetas,No,Edición Brasil
2365,2026-02-05,16:14:38,18 - 24 años,Masculino,Sacatepéquez,Antigua Guatemala,Empleado privado,1 a 2 veces por semana,Tienda de barrio,Amigos,Q25 - Q50,CrunchMax BBQ,Picante Chapín,Individual,Menos de Q10,Sí,Sí,Argentina,Probablemente sí,Portugal,Vinícius Júnior,Historias de aficionados,Producto gratis,Sí,Edición Francia
2366,2026-01-19,07:06:24,45 - 54 años,Masculino, CHIMALTENANGO ,Chimaltenango,Empleado privado,1 a 2 veces por semana,Gasolinera,Familia,Q25 - Q50,Fan Chips Jalapeño,Jalapeño,Individual,Q10 - Q15,No,Sí,Argentina,Probablemente sí,Estados Unidos,Lionel Messi; Vinícius Júnior,Premios y sorteos,2x1,Sí,Edición Francia
2367,2026-05-01,12:42:46,Menos de 18 años,Femenino,Guatemala,Guatemala,Empresario,Todos los días,Gasolinera,Familia,Menos de Q25,Caramel Goal Popcorn; Gol Nachos Supreme,Picante Chapín,Familiar,Q16 - Q20,No,Sí,Argentina,Probablemente no, ARGENTINA ,Neymar Jr.; Vinícius Júnior; Alphonso Davies,Una selección nacional,2x1,Sí,Edición España
2368,2026-02-21,19:19:59,25 - 34 años,Masculino,Guatemala,Mixco,Empleado privado,Todos los días,Supermercado,Familia,Más de Q150,Hot Stadium Peanuts; Caramel Goal Popcorn,Caramelo,Familiar,Q16 - Q20,No,Sí,Portugal,Definitivamente sí,Argentina,Lionel Messi,Un jugador famoso,Descuento directo,No,Edición Brasil
2369,2026-04-18,21:06:32,35 - 44 años,Masculino,Guatemala,San Miguel Petapa,Estudiante,Todos los días,Supermercado,Familia,Q51 - Q100,Fan Chips Jalapeño,Picante Chapín,Familiar,Q21 - Q30,No,Sí,Estados Unidos,Definitivamente sí,Francia,Cristiano Ronaldo; Julián Álvarez,Premios y sorteos,Tarjetas coleccionables,Sí,Edición Inglaterra
2370,2026-04-02,11:28:15,Menos de 18 años,Femenino,Santa Rosa,Cabecera municipal,Empleado privado,Varias veces al mes,Tienda de barrio,Amigos,Q25 - Q50,Mundialitos Queso Picante,Barbacoa,Familiar,Menos de Q10,Sí,No,Francia,Probablemente no,Estados Unidos,Lionel Messi; Kylian Mbappé,Historias de aficionados,2x1,No,Edición Brasil
2371,2026-02-21,10:10:23,35 - 44 años,Femenino,Guatemala,San Miguel Petapa,Comerciante,3 a 5 veces por semana,Kiosco escolar/universitario,Amigos,Q25 - Q50,Energy Crunch Protein; FutbolMix,Chocolate,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Brasil,Tal vez,Argentina,Jude Bellingham; Lamine Yamal,Premios y sorteos,Descuento directo,Sí,Edición Brasil
2372,2026-01-13,13:54:29,35 - 44 años,Femenino,Suchitepéquez,Otro municipio,Otro,Varias veces al mes,Kiosco escolar/universitario,Amigos,Q101 - Q150,Mundialitos Queso Picante; FutbolMix,Jalapeño,Individual,,Sí,Sí,Jordania,Probablemente sí,Portugal,Harry Kane,Una selección nacional,Sorteo de viajes,Sí,Edición Mundial FIFA 2026
2373,2026-05-04,21:58:58,25 - 34 años,Femenino,Quetzaltenango,Quetzaltenango,Empleado privado,3 a 5 veces por semana,Tienda de barrio,Amigos,Q25 - Q50,Mundialitos Queso Picante; Gol Nachos Supreme,Caramelo,Familiar,Q16 - Q20,Sí,Sí,Brasil,Tal vez,Argentina,Lionel Messi; Jude Bellingham; Lamine Yamal,Humor,2x1,Sí,Edición Argentina
2374,2026-04-27,14:04:35,35 - 44 años,Femenino,Quetzaltenango,Olintepeque,Otro,Todos los días,Tienda de barrio,Solo,Q51 - Q100,Caramel Goal Popcorn; Gol Nachos Supreme,Limón,Familiar,Más de Q30,Sí,Sí,Argentina,Tal vez,Francia,Kylian Mbappé,Un jugador famoso,Sorteo de camisetas,Sí,Edición Francia
