EncuestaID,FechaEncuesta,HoraEncuesta,RangoEdad,Genero,Departamento,Municipio,Ocupacion,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,SnacksSeleccionados,SaborPreferido,PresentacionPreferida,PrecioAdecuado,PagaMasEdicionMundial,PlaneaVerMundial2026,SeleccionApoya,CompraDisenoSeleccion,SeleccionInfluyeCompra,JugadoresInfluyentes,TipoPublicidadAtractiva,PromocionPreferida,CompraTarjetasColeccionables,CampaniaMasProbableCompra
1891,2026-04-20,11:59:53,25 - 34 Años,Prefiero No Indicarlo,Guatemala,Mixco,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,ChocoKick Bites; Caramel Goal Popcorn; CrunchMax BBQ,Barbacoa,Familiar,Menos de Q10,Sí,Sí,Brasil,Tal vez,Francia,Vinícius Júnior; Julián Álvarez; Jude Bellingham,Un jugador famoso,Producto gratis,Sí,Edición Argentina
1892,2026-03-14,10:02:11,25 - 34 Años,Prefiero No Indicarlo,Izabal,Otro municipio,Estudiante,Rara Vez,Tienda de barrio,Familia,Q51 - Q100,FutbolMix,Salado Tradicional,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Portugal,Tal vez,Francia,Jude Bellingham; Vinícius Júnior,Humor,Tarjetas coleccionables,No,Edición Brasil
1893,2026-02-11,16:15:44,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Profesional Independiente,1 A 2 Veces Por Semana,Aplicación de delivery,Solo,Q51 - Q100,Fan Chips Jalapeño,Limón,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,México,Tal vez,Argentina,Jude Bellingham,Una selección nacional,2x1,Sí,Edición Inglaterra
1894,2026-03-20,14:21:21,35 - 44 Años,Prefiero No Indicarlo,Petén,,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Compañeros de trabajo,Q101 - Q150,Hot Stadium Peanuts; Caramel Goal Popcorn; Victory Pretzels,Dulce,Individual,Q16 - Q20,Sí,Sí,México,Definitivamente sí,Inglaterra,Christian Pulisic; Lionel Messi; Cristiano Ronaldo,Premios y sorteos,Producto gratis,Sí,Edición Mundial FIFA 2026
1895,2026-01-29,20:02:31,18 - 24 Años,Femenino,Izabal,Otro municipio,Empresario,1 A 2 Veces Por Semana,Kiosco escolar/universitario,Amigos,Q51 - Q100,Gol Nachos Supreme; Caramel Goal Popcorn; Hot Stadium Peanuts, QUESO ,Tamaño fiesta o reunión,Q21 - Q30,Sí,Sí,Portugal,Probablemente sí,Argentina,Cristiano Ronaldo; Neymar Jr.,Premios y sorteos,Producto gratis,Sí,Edición Brasil
1896,2026-03-07,22:27:54,25 - 34 Años,Femenino,Escuintla,Palín,Comerciante,Todos Los Días,Tienda de barrio,Compañeros de trabajo,Q101 - Q150,Fan Chips Jalapeño; Hot Stadium Peanuts; Gol Nachos Supreme,Queso,Para compartir entre 2 personas,Q10 - Q15,Sí,No,Portugal,Probablemente sí,Inglaterra,Ninguno; Cristiano Ronaldo; Julián Álvarez,Historias de aficionados,Tarjetas coleccionables,Sí,Edición Francia
1897,2026-03-07,20:10:12,35 - 44 Años,Masculino,Chiquimula,Otro municipio,Empresario,Todos Los Días,Aplicación de delivery,Familia,Q51 - Q100,Energy Crunch Protein; Mundialitos Queso Picante,Salado Tradicional,Individual,Q21 - Q30,Sí,No,Francia,Probablemente sí,Francia,Lionel Messi; Cristiano Ronaldo,Un jugador famoso,2x1,Sí,Edición Inglaterra
1898,2026-03-21,17:16:38,Menos De 18 Años,Masculino,Chiquimula,Cabecera municipal,Empleado Público,Todos Los Días,Supermercado,Amigos,Menos de Q25,CrunchMax BBQ; Mundialitos Queso Picante,Queso,Tamaño fiesta o reunión,Q10 - Q15,Sí,Sí,México,Tal vez,Túnez,Jude Bellingham,Historias de aficionados,Tarjetas coleccionables,No,Edición con tarjetas coleccionables
1899,2026-04-03,17:40:08,Menos De 18 Años,Masculino,Escuintla,Escuintla,Empleado Público,3 A 5 Veces Por Semana,Gasolinera,Familia,Menos de Q25,CrunchMax BBQ; Mundialitos Queso Picante,Salado Tradicional,Familiar,Q16 - Q20,Sí,Sí,Brasil,Probablemente sí,Inglaterra,Kylian Mbappé,Premios y sorteos,Tarjetas coleccionables,Sí,Edición con tarjetas coleccionables
1900,2026-03-13,16:23:35,25 - 34 Años,Masculino,Guatemala,Villa Nueva,Comerciante,Varias Veces Al Mes,Kiosco escolar/universitario,Amigos,Q25 - Q50,CrunchMax BBQ; Gol Nachos Supreme,Queso,Familiar,Q21 - Q30,No,Sí,Argentina,Probablemente sí,Brasil,Vinícius Júnior; Lionel Messi,Historias de aficionados,Sorteo de camisetas,Sí,Edición Brasil
1901,2026-03-10,13:15:29,Menos De 18 Años,Femenino,Zacapa,Otro municipio,Empleado Privado,Todos Los Días,Tienda de barrio,Amigos,Q51 - Q100,FutbolMix; Hot Stadium Peanuts; Caramel Goal Popcorn,Barbacoa,Para compartir entre 2 personas,Q10 - Q15,No,Sí,España,Definitivamente sí,Inglaterra,Julián Álvarez; Neymar Jr.; Lionel Messi,Una selección nacional,Sorteo de viajes,Sí,Edición Argentina
1902,2026-04-20,08:58:56,45 - 54 Años,Femenino,Guatemala,Santa Catarina Pinula,Comerciante,Todos Los Días,Tienda de barrio,Amigos,Más de Q150,CrunchMax BBQ; Gol Nachos Supreme,Queso,Individual,,Sí,Sí,Irak,Tal vez,Alemania,Cristiano Ronaldo; Lionel Messi,Una selección nacional,Sorteo de camisetas,Sí,Edición con jugadores famosos
1903,2026-04-16,12:49:43,55 Años O Más,Femenino,Guatemala,Guatemala,Comerciante,Varias Veces Al Mes,Tienda de barrio,Amigos,Más de Q150,CrunchMax BBQ,Caramelo,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Bélgica,Probablemente sí,Inglaterra,Christian Pulisic; Kylian Mbappé,Historias de aficionados,Sorteo de camisetas,No,Edición Mundial FIFA 2026
1904,2026-02-28,09:41:09,35 - 44 Años,Masculino,Retalhuleu,Otro municipio,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q51 - Q100,Gol Nachos Supreme; Mundialitos Queso Picante,Barbacoa,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Estados Unidos,Definitivamente sí,España,Christian Pulisic,Premios y sorteos,Sorteo de viajes,Sí,Edición Mundial FIFA 2026
1905,2026-04-02,09:15:01,18 - 24 Años,Masculino,Quetzaltenango,Coatepeque,Empleado Privado,1 A 2 Veces Por Semana,Gasolinera,Compañeros de trabajo,Q25 - Q50,CrunchMax BBQ; Gol Nachos Supreme,Jalapeño,Familiar,Q10 - Q15,Sí,Sí,Brasil,Probablemente no,Portugal,Lionel Messi; Alphonso Davies,Premios y sorteos,Descuento directo,No,Edición España
1906,2026-01-28,14:08:14,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Ama De Casa,3 A 5 Veces Por Semana,Otro,Compañeros de trabajo,Q51 - Q100,CrunchMax BBQ; Gol Nachos Supreme; Fan Chips Jalapeño,Queso,Tamaño fiesta o reunión,Q10 - Q15,Sí,Sí,Portugal,Tal vez,Brasil,Neymar Jr.,Un jugador famoso,Descuento directo,No,Edición con tarjetas coleccionables
1907,2026-01-23,18:49:32,Menos De 18 Años,Masculino,Chiquimula,Otro municipio,Empleado Público,Todos Los Días,Tienda de barrio,Compañeros de trabajo,Q51 - Q100,Gol Nachos Supreme; CrunchMax BBQ,,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,México,Probablemente sí,Alemania,Neymar Jr.; Federico Valverde,Premios y sorteos,2x1,Sí,Edición con jugadores famosos
1908,2026-01-27,08:46:31,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado,Varias Veces Al Mes,Otro,Amigos,Q51 - Q100,Energy Crunch Protein; Gol Nachos Supreme; FutbolMix,Queso,Tamaño fiesta o reunión,Q10 - Q15,No,Sí,México,Tal vez,México,Lamine Yamal; Neymar Jr.; Cristiano Ronaldo,Un jugador famoso,Producto gratis,Sí,Edición Brasil
1909,2026-02-26,19:34:13,55 Años O Más,Masculino,Sacatepéquez,Ciudad Vieja,Empleado Privado,Todos Los Días,Gasolinera,Familia,Q51 - Q100,CrunchMax BBQ,Picante Chapín,Familiar,Q16 - Q20,No,Sí,Czechia,Probablemente no,Argentina,Lionel Messi; Kylian Mbappé,Premios y sorteos,Descuento directo,No,Edición con jugadores famosos
1910,2026-02-18,09:50:53,25 - 34 Años,Femenino,Santa Rosa,Otro municipio,Estudiante,1 A 2 Veces Por Semana,Supermercado,Solo,Q51 - Q100,CrunchMax BBQ,Queso,Familiar,Menos de Q10,No,Sí,Brasil,Definitivamente no,Portugal,Vinícius Júnior; Lionel Messi,Premios y sorteos,Descuento directo,No,Edición Argentina
1911,2026-03-13,22:12:47,25 - 34 Años,Masculino,Escuintla, ESCUINTLA ,Profesional Independiente,Todos Los Días,Aplicación de delivery,Amigos,Q25 - Q50,Gol Nachos Supreme; Mundialitos Queso Picante; Fan Chips Jalapeño,Barbacoa,Familiar,Menos de Q10,No,Sí,México,Definitivamente no,Brasil,Kylian Mbappé; Neymar Jr.; Jude Bellingham,Un jugador famoso,2x1,Sí,Edición Mundial FIFA 2026
1912,2026-02-20,18:27:50,25 - 34 Años,Femenino,El Progreso,El Progreso,Comerciante,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q101 - Q150,Mundialitos Queso Picante,Queso,Para compartir entre 2 personas,Q16 - Q20,No,Sí,México,Probablemente sí,Argentina,Lionel Messi; Cristiano Ronaldo,Un jugador famoso,Sorteo de viajes,Sí,Edición Brasil
1913,2026-05-05,11:27:50,45 - 54 Años,Masculino,Escuintla,Palín,Empleado Privado,Todos Los Días,Tienda de barrio,Compañeros de trabajo,Q51 - Q100,Energy Crunch Protein; CrunchMax BBQ; ChocoKick Bites,Picante Chapín,Para compartir entre 2 personas,Q16 - Q20,No,Sí,Brasil,Probablemente sí,Argentina,Vinícius Júnior; Cristiano Ronaldo,Un jugador famoso,2x1,No,Edición Inglaterra
1914,2026-05-06,14:03:18,18 - 24 Años,Masculino,Sacatepéquez,Jocotenango,Empleado Privado,Varias Veces Al Mes,Supermercado,Solo,Q51 - Q100,Mundialitos Queso Picante; Gol Nachos Supreme; ChocoKick Bites,Queso,Tamaño fiesta o reunión,Q10 - Q15,No,No,Alemania,Definitivamente no,Inglaterra,Jude Bellingham; Lionel Messi; Neymar Jr.,Una selección nacional,Descuento directo,Sí,Edición Inglaterra
1915,2026-03-19,13:16:17,25 - 34 Años,Masculino,Guatemala,Guatemala,Empleado Privado,Varias Veces Al Mes,Kiosco escolar/universitario,Familia,Más de Q150,Mundialitos Queso Picante,Dulce,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,México,Probablemente sí,Argentina,Lamine Yamal; Federico Valverde,Premios y sorteos,Sorteo de camisetas,Sí,Edición Mundial FIFA 2026
1916,2026-02-27,10:07:51,35 - 44 Años,Masculino,Sacatepéquez,Jocotenango,Profesional Independiente,Todos Los Días,Tienda de barrio,Familia,Q51 - Q100,FutbolMix; CrunchMax BBQ,Queso,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Alemania,Tal vez,Portugal,Cristiano Ronaldo,Una selección nacional,2x1,Sí,Edición España
1917,2026-02-04,09:43:11,25 - 34 Años,Femenino,Jalapa,Jalapa,Profesional Independiente,3 A 5 Veces Por Semana,Kiosco escolar/universitario,Familia,Q101 - Q150,Hot Stadium Peanuts; Fan Chips Jalapeño; Caramel Goal Popcorn,Jalapeño,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Argentina,Probablemente no,Brasil,Vinícius Júnior,Premios y sorteos,Tarjetas coleccionables,No,Edición con jugadores famosos
1918,2026-01-28,12:45:07,18 - 24 Años,Femenino,Quetzaltenango,Olintepeque,Otro,3 A 5 Veces Por Semana,Aplicación de delivery,Amigos,Q51 - Q100,FutbolMix; Energy Crunch Protein; Mundialitos Queso Picante,Queso,Tamaño fiesta o reunión,Q10 - Q15,No,Sí,Argentina,Probablemente sí,Argentina,Lionel Messi,Una selección nacional,Tarjetas coleccionables,Sí,Edición Inglaterra
1919,2026-03-01,18:19:27,55 Años O Más,Masculino,Chiquimula,Otro municipio,Empresario,1 A 2 Veces Por Semana,Tienda de barrio,Amigos,Q51 - Q100,Caramel Goal Popcorn,Picante Chapín,Para compartir entre 2 personas,Q16 - Q20,No,Sí,México,Definitivamente sí,Corea del Sur,Ninguno,Premios y sorteos,Sorteo de camisetas,No,Edición España
1920,2026-02-16,22:08:14,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado,Todos Los Días,Supermercado,Familia,Q51 - Q100,Victory Pretzels; Caramel Goal Popcorn,Jalapeño,Familiar,Q10 - Q15,Sí,Sí,México,Probablemente no,Canadá,Cristiano Ronaldo; Vinícius Júnior,Un jugador famoso,Descuento directo,Sí,Edición Francia
1921,2026-03-27,20:39:35,25 - 34 Años,Femenino,Santa Rosa,,Estudiante,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,CrunchMax BBQ; Gol Nachos Supreme; Fan Chips Jalapeño,Jalapeño,Para compartir entre 2 personas,Q10 - Q15,No,Sí, FRANCIA ,Definitivamente no,México,Jude Bellingham; Neymar Jr.,Premios y sorteos,Descuento directo,No,Edición Brasil
1922,2026-04-06,07:53:59,25 - 34 Años,Masculino,Chimaltenango,Chimaltenango,Ama De Casa,3 A 5 Veces Por Semana,Gasolinera,Familia,Menos de Q25,Mundialitos Queso Picante; Fan Chips Jalapeño,Queso,Familiar,Q16 - Q20,No,Sí,Panamá,Tal vez,Portugal,Lionel Messi,Un jugador famoso,Sorteo de viajes,Sí,Edición Francia
1923,2026-04-05,16:37:17,35 - 44 Años,Masculino,Quiché,Quiché,Empleado Privado,Varias Veces Al Mes,Tienda de barrio,Amigos,Menos de Q25,Fan Chips Jalapeño; FutbolMix,Barbacoa,Individual,Q16 - Q20,Sí,Sí,Argentina,Probablemente no,Austria,Vinícius Júnior; Julián Álvarez; Lionel Messi,Un jugador famoso,2x1,Sí,Edición Brasil
1924,2026-04-25,14:12:19,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Amigos,Menos de Q25,Gol Nachos Supreme; Mundialitos Queso Picante,Jalapeño,Familiar,Q16 - Q20,No,Sí,Portugal,Probablemente sí,Estados Unidos,Cristiano Ronaldo; Jude Bellingham,Premios y sorteos,Sorteo de camisetas,Sí,Edición Mundial FIFA 2026
1925,2026-01-15,09:52:28,35 - 44 Años,Femenino,Guatemala,Mixco,Estudiante,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,ChocoKick Bites,Queso,Para compartir entre 2 personas,Q10 - Q15,No,Sí,Inglaterra,Tal vez,Estados Unidos,Harry Kane,Historias de aficionados,2x1,Sí,Edición con jugadores famosos
1926,2026-02-08,13:07:33,25 - 34 Años,Masculino,Chimaltenango,Tecpán Guatemala,Estudiante,Todos Los Días,,Compañeros de trabajo,Menos de Q25,CrunchMax BBQ; Caramel Goal Popcorn; Hot Stadium Peanuts,Chocolate,Tamaño fiesta o reunión,Q21 - Q30,No,Sí,Brasil,Definitivamente sí,Brasil,Lamine Yamal,Historias de aficionados,2x1,No,Edición España
1927,2026-02-25,14:06:11,35 - 44 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q51 - Q100,Caramel Goal Popcorn; CrunchMax BBQ,Queso,Individual,Q16 - Q20,No,Sí,Argentina,Tal vez,Brasil,Cristiano Ronaldo,Una selección nacional,2x1,Sí,Edición Brasil
1928,2026-02-09,07:59:47,18 - 24 Años,Femenino,Quetzaltenango,Quetzaltenango,Empleado Público,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,Victory Pretzels,Caramelo,Familiar,Q10 - Q15,Sí,Sí,South Africa,Tal vez,Argentina,Cristiano Ronaldo,Premios y sorteos,Tarjetas coleccionables,No,Edición con tarjetas coleccionables
1929,2026-02-27,13:03:31,18 - 24 Años,Masculino,Santa Rosa,Otro municipio,Profesional Independiente,Rara Vez,Tienda de barrio,Solo,Q25 - Q50,FutbolMix; Gol Nachos Supreme; Fan Chips Jalapeño,Barbacoa,Familiar,Q21 - Q30,Sí,Sí,Francia,Definitivamente sí,España,Lamine Yamal,Una selección nacional,Descuento directo,No,Edición Argentina
1930,2026-04-23,16:40:57,35 - 44 Años,Femenino,Escuintla,Escuintla,Empleado Privado,Rara Vez,Otro,Amigos,Q51 - Q100,Mundialitos Queso Picante; CrunchMax BBQ,Queso,Tamaño fiesta o reunión,Q21 - Q30,Sí,Sí,Argentina,Definitivamente sí, BRASIL ,Jude Bellingham,Premios y sorteos,2x1,No,Edición Argentina
1932,2026-04-13,08:39:15,55 Años O Más,Masculino,Chimaltenango,Chimaltenango,Estudiante,Varias Veces Al Mes,Otro,Amigos,Q51 - Q100,Gol Nachos Supreme; CrunchMax BBQ; Hot Stadium Peanuts,Barbacoa,Familiar,Menos de Q10,Sí,Sí,México,Probablemente sí,Qatar,Kylian Mbappé; Federico Valverde; Lamine Yamal,Historias de aficionados,Sorteo de balones,No,Edición España
1933,2026-05-08,22:55:35,18 - 24 Años,Femenino,Guatemala,Guatemala,Empleado Privado,Varias Veces Al Mes,Tienda de barrio,Solo,Q101 - Q150,Gol Nachos Supreme,Limón,Familiar,Q16 - Q20,No,Sí,México,Definitivamente sí,México,Rodri,Humor,Tarjetas coleccionables,Sí,Edición con tarjetas coleccionables
1934,2026-02-19,18:31:38,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado,Todos Los Días,Supermercado,Amigos,Menos de Q25,Caramel Goal Popcorn,Chocolate,Individual,Q16 - Q20,No,No,Argentina,Probablemente sí,Francia,Vinícius Júnior; Cristiano Ronaldo,Un jugador famoso,Sorteo de viajes,Sí,Edición con tarjetas coleccionables
1935,2026-02-28,11:19:36,Menos De 18 Años,Femenino,Quetzaltenango,Olintepeque,Otro,Todos Los Días,Supermercado,Familia,Q101 - Q150,Fan Chips Jalapeño; CrunchMax BBQ; Caramel Goal Popcorn,Barbacoa,Familiar,Q16 - Q20,Sí,Sí,Inglaterra,Probablemente no,Congo DR,Neymar Jr.; Jude Bellingham; Lamine Yamal,Humor,Sorteo de viajes,Sí,Edición Mundial FIFA 2026
1936,2026-03-10,12:44:31,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado,Rara Vez,Supermercado,Amigos,Q25 - Q50,CrunchMax BBQ; Mundialitos Queso Picante; Fan Chips Jalapeño,Jalapeño,Tamaño fiesta o reunión,Q10 - Q15,Sí,No,Estados Unidos,Tal vez,Argentina,Lamine Yamal,Humor,Descuento directo,Sí,Edición con jugadores famosos
1937,2026-02-12,18:22:24,18 - 24 Años,Femenino,Quetzaltenango, OLINTEPEQUE ,Estudiante,1 A 2 Veces Por Semana,Otro,Familia,Menos de Q25,CrunchMax BBQ,Queso,Familiar,Q10 - Q15,Sí,Sí,Francia,Probablemente sí, ARGENTINA ,Neymar Jr.; Julián Álvarez; Lionel Messi,Una selección nacional,Tarjetas coleccionables,No,Edición con jugadores famosos
1938,2026-05-02,07:40:08,25 - 34 Años,Masculino,Totonicapán, OTRO MUNICIPIO ,Profesional Independiente,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Menos de Q25,Gol Nachos Supreme; FutbolMix,Picante Chapín,Para compartir entre 2 personas,Q16 - Q20,No,Sí,Argentina,Definitivamente sí,Argentina,Kylian Mbappé; Neymar Jr.; Julián Álvarez,Premios y sorteos,Producto gratis,No,Edición Mundial FIFA 2026
1939,2026-03-17,14:55:40,55 Años O Más,Femenino,Guatemala,Guatemala,Empleado Privado,Todos Los Días,Otro,Amigos,Q25 - Q50,Fan Chips Jalapeño; Gol Nachos Supreme; Energy Crunch Protein,Chocolate,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí, MÉXICO ,Tal vez,Argentina,Jude Bellingham; Christian Pulisic,Historias de aficionados,Tarjetas coleccionables,Sí,Edición Brasil
1940,2026-03-21,17:56:56,55 Años O Más,Masculino,Huehuetenango,Huehuetenango,Estudiante,Varias Veces Al Mes,Aplicación de delivery,Familia,Q51 - Q100,Hot Stadium Peanuts; Fan Chips Jalapeño,Barbacoa,Familiar,Q10 - Q15,Sí,Sí,Francia,Definitivamente sí,Inglaterra,Lionel Messi; Cristiano Ronaldo,Historias de aficionados,Sorteo de viajes,Sí,Edición Mundial FIFA 2026
1941,2026-02-14,13:39:18,35 - 44 Años,Prefiero No Indicarlo,Suchitepéquez,Cabecera municipal,Estudiante,Todos Los Días,Supermercado,Familia,Q51 - Q100,CrunchMax BBQ; Gol Nachos Supreme; Hot Stadium Peanuts,Picante Chapín,Para compartir entre 2 personas,Q10 - Q15,No,Sí,Brasil,Probablemente sí,España,Lionel Messi; Cristiano Ronaldo,Una selección nacional,Descuento directo,No,Edición Mundial FIFA 2026
1942,2026-02-13,20:43:09,25 - 34 Años,Masculino,Sacatepéquez,Jocotenango,Empleado Privado,Todos Los Días,Tienda de barrio,Familia,Q25 - Q50,Caramel Goal Popcorn; Mundialitos Queso Picante; Gol Nachos Supreme,Picante Chapín,Tamaño fiesta o reunión,Menos de Q10,Sí,No,Estados Unidos,Tal vez,Brasil,Harry Kane; Lamine Yamal,Un jugador famoso,Tarjetas coleccionables,Sí,Edición España
1943,2026-04-11,15:02:19,35 - 44 Años,Masculino,Sololá,Sololá,Estudiante,1 A 2 Veces Por Semana,Otro,Solo,Q51 - Q100,FutbolMix,Dulce,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,Congo DR,Tal vez,Francia,Lionel Messi; Alphonso Davies,Una selección nacional,2x1,No,Edición España
1944,2026-04-09,08:03:15,25 - 34 Años,Masculino,Chiquimula,Chiquimula,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Familia,Menos de Q25,Mundialitos Queso Picante; Gol Nachos Supreme; ChocoKick Bites,Queso,Individual,Q10 - Q15,No,Sí,Argentina,Definitivamente sí,Argentina,Christian Pulisic; Neymar Jr.,Premios y sorteos,Producto gratis,No,Edición con jugadores famosos
1945,2026-01-18,21:40:44,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Empresario,Rara Vez,Supermercado,Familia,Q25 - Q50,Hot Stadium Peanuts,Barbacoa,Individual,Q10 - Q15,No,Sí,Portugal,Probablemente sí,Francia,Christian Pulisic; Vinícius Júnior; Neymar Jr.,Un jugador famoso,Tarjetas coleccionables,No,Edición con jugadores famosos
1946,2026-02-28,13:15:07,55 Años O Más,Masculino,Quiché,Cabecera municipal,Profesional Independiente,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q25 - Q50,ChocoKick Bites; FutbolMix; Mundialitos Queso Picante,Dulce,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,España,Definitivamente sí,Portugal,Kylian Mbappé; Neymar Jr.; Cristiano Ronaldo,Una selección nacional,Tarjetas coleccionables,Sí,Edición con tarjetas coleccionables
1947,2026-02-27,17:34:35,45 - 54 Años,Femenino,Sacatepéquez,Antigua Guatemala,Empleado Público,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,Caramel Goal Popcorn; Fan Chips Jalapeño; FutbolMix,Queso,Tamaño fiesta o reunión,Q16 - Q20,No,Sí,España,Definitivamente sí,Colombia,Lionel Messi,Historias de aficionados,Producto gratis,No,Edición Inglaterra
1948,2026-05-02,17:44:28,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado,1 A 2 Veces Por Semana,Supermercado,Familia,Q101 - Q150,Gol Nachos Supreme; FutbolMix; Caramel Goal Popcorn,Salado Tradicional,Individual,Q21 - Q30,Sí,Sí,España,Tal vez,,Kylian Mbappé; Julián Álvarez,Una selección nacional,Producto gratis,Sí,Edición Inglaterra
1949,2026-04-23,20:04:24,25 - 34 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado,Varias Veces Al Mes,Tienda de barrio,Compañeros de trabajo,Q51 - Q100,ChocoKick Bites,Dulce,Familiar,Q21 - Q30,No,Sí,Francia,Probablemente sí,Brasil,Neymar Jr.; Kylian Mbappé,Historias de aficionados,2x1,No,Edición con jugadores famosos
1950,2026-02-28,22:15:17,25 - 34 Años,Masculino,Chimaltenango,Tecpán Guatemala,Empresario,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,Mundialitos Queso Picante; Fan Chips Jalapeño,Jalapeño,Familiar,Q10 - Q15,No,Sí,Inglaterra,Probablemente sí,México,Cristiano Ronaldo; Lamine Yamal,Un jugador famoso,2x1,No,Edición Mundial FIFA 2026
1951,2026-03-15,10:15:39,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Empleado Público,Todos Los Días,Tienda de barrio,Familia,Q25 - Q50,Victory Pretzels,Barbacoa,Individual,Q16 - Q20,Sí,Sí,Inglaterra,Definitivamente no,Portugal,Lamine Yamal; Lionel Messi; Ninguno,Una selección nacional,Producto gratis,Sí,Edición España
1952,2026-03-30,11:51:23,35 - 44 Años,Femenino,Escuintla,Palín,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Amigos,Q101 - Q150,Mundialitos Queso Picante,Salado Tradicional,Familiar,Más de Q30,Sí,Sí,Portugal,Tal vez,Alemania,Kylian Mbappé,Una selección nacional,Tarjetas coleccionables,No,Edición Argentina
1953,2026-02-17,18:15:40,18 - 24 Años,Masculino,Guatemala,Mixco,Ama De Casa,3 A 5 Veces Por Semana,Kiosco escolar/universitario,Amigos,Q25 - Q50,FutbolMix; Hot Stadium Peanuts; Caramel Goal Popcorn,Chocolate,Familiar,Más de Q30,Sí,No,Francia,Probablemente sí,España,Jude Bellingham,Premios y sorteos,Sorteo de viajes,Sí,Edición Mundial FIFA 2026
1954,2026-02-08,20:27:26,25 - 34 Años,Femenino,Guatemala,,Comerciante,Varias Veces Al Mes,Gasolinera,Compañeros de trabajo,Menos de Q25,Victory Pretzels; Gol Nachos Supreme,Limón,Individual,Menos de Q10,No,Sí,México,Probablemente no,Alemania,Cristiano Ronaldo; Rodri; Lionel Messi,Premios y sorteos,Descuento directo,Sí,Edición con tarjetas coleccionables
1955,2026-03-06,19:00:03,45 - 54 Años,Masculino,Chimaltenango,Tecpán Guatemala,Empleado Público,Varias Veces Al Mes,Supermercado,Otro,Q51 - Q100,ChocoKick Bites; Gol Nachos Supreme; FutbolMix,Barbacoa,Familiar,Q10 - Q15,No,Sí,España,Tal vez,Brasil,Neymar Jr.; Lionel Messi,Premios y sorteos,Descuento directo,Sí,Edición con tarjetas coleccionables
1956,2026-03-27,13:58:33,35 - 44 Años,Masculino,Guatemala,,Empleado Privado,Todos Los Días,Tienda de barrio,Amigos,Menos de Q25,Hot Stadium Peanuts; Mundialitos Queso Picante; ChocoKick Bites,Barbacoa,Individual,Q10 - Q15,No,Sí,México,Definitivamente sí,Argentina,Lionel Messi; Kylian Mbappé; Jude Bellingham,Un jugador famoso,Descuento directo,Sí,Edición con tarjetas coleccionables
1957,2026-02-21,10:59:08,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado,1 A 2 Veces Por Semana,,Amigos,Menos de Q25,FutbolMix; Gol Nachos Supreme; Hot Stadium Peanuts,Chocolate,Familiar,Q21 - Q30,No,Sí,Francia,Probablemente sí,,Lionel Messi,Historias de aficionados,2x1,No,Edición Brasil
